"time","src_ip","dst_ip","dport","sport","bytesin","bytesout","pkts","pktsin","pktsout","synin","synackout","rstin","rstout","get","post"
2021-03-21 23:10:43,66.85.15.1,213.61.202.118,80,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:10:44,89.200.133.147,213.61.202.120,80,16727,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:44,185.156.73.31,213.61.202.116,14526,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:44,185.156.73.31,213.61.202.122,52164,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:44,89.200.133.147,213.61.202.120,80,24273,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:45,185.156.73.31,213.61.202.119,39803,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:45,13.107.5.88,213.61.202.114,37242,80,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:10:45,200.59.126.25,213.61.202.122,445,49468,90,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:45,185.156.73.31,213.61.202.122,15990,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:45,157.245.216.88,213.61.202.122,22,57794,98,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:45,89.200.133.147,213.61.202.117,8080,25050,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:45,185.156.73.31,213.61.202.123,4637,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:45,212.70.149.71,213.61.202.116,465,18168,221,137,3,2,1,0,1,0,0,0,0
2021-03-21 23:10:45,94.82.64.194,213.61.202.114,47197,9016,90,173,3,1,2,0,2,0,0,0,0
2021-03-21 23:10:46,167.86.99.201,213.61.202.126,8291,46555,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:46,93.174.93.123,213.61.202.120,9099,53048,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:46,157.245.216.88,213.61.202.122,22,57794,98,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:46,94.82.64.194,213.61.202.114,47197,9016,84,458,2,1,1,0,1,0,0,0,0
2021-03-21 23:10:46,45.155.205.123,213.61.202.121,482,47004,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:47,92.63.197.62,213.61.202.122,45894,59326,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:47,213.61.202.114,94.82.64.194,9016,59087,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:10:47,94.82.64.194,213.61.202.114,47197,9016,168,0,2,2,0,0,0,1,0,0,0
2021-03-21 23:10:48,185.156.73.31,213.61.202.121,552,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:48,89.200.133.147,213.61.202.117,465,36874,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:48,185.156.73.31,213.61.202.117,17643,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:48,157.245.216.88,213.61.202.122,22,57794,98,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:48,213.61.202.114,65.55.252.93,443,20720,0,86,1,0,1,0,0,0,0,0,0
2021-03-21 23:10:48,89.200.133.147,213.61.202.120,8080,19126,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:48,94.82.64.194,213.61.202.114,59087,9016,174,879,5,2,3,0,3,0,0,0,0
2021-03-21 23:10:49,94.82.64.194,213.61.202.114,59087,9016,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:49,185.156.73.31,213.61.202.118,20313,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:50,213.61.202.114,94.82.64.194,9016,34868,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:10:50,94.82.64.194,213.61.202.114,59087,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:10:50,60.2.87.202,213.61.202.114,26,2394,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:50,212.70.149.71,213.61.202.116,465,18168,243,137,3,2,1,0,1,0,0,0,0
2021-03-21 23:10:51,94.82.64.194,213.61.202.114,34868,9016,90,173,3,1,2,0,2,0,0,0,0
2021-03-21 23:10:52,157.245.216.88,213.61.202.122,22,57794,98,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:52,94.82.64.194,213.61.202.114,34868,9016,168,582,3,2,1,0,1,0,0,0,0
2021-03-21 23:10:53,213.61.202.114,94.82.64.194,9016,16465,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:10:53,94.82.64.194,213.61.202.114,34868,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:10:54,89.200.133.147,213.61.202.120,465,41516,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:54,94.82.64.194,213.61.202.114,16465,9016,258,755,6,3,3,0,3,0,0,0,0
2021-03-21 23:10:55,185.156.73.31,213.61.202.118,10899,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:55,213.61.202.114,94.82.64.194,9016,43136,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:10:55,89.200.133.147,213.61.202.120,3478,8078,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:55,94.82.64.194,213.61.202.114,16465,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:10:55,212.70.149.71,213.61.202.116,465,18168,223,183,3,2,1,0,1,0,0,0,0
2021-03-21 23:10:56,213.61.202.114,94.82.64.194,9016,38165,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:10:56,89.200.133.147,213.61.202.117,80,46453,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:56,185.156.73.31,213.61.202.122,16891,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:56,185.156.73.31,213.61.202.123,28907,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:56,185.156.73.31,213.61.202.116,22982,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:56,94.82.64.194,213.61.202.114,43136,9016,342,631,7,4,3,0,3,1,0,0,0
2021-03-21 23:10:57,54.37.91.114,213.61.202.120,3074,39127,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:57,213.61.202.114,94.82.64.194,9016,53243,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:10:57,185.156.73.31,213.61.202.116,17643,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:57,47.107.35.113,213.61.202.116,8545,32767,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:57,66.240.205.34,213.61.202.122,33338,18164,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:57,185.156.73.31,213.61.202.121,28892,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:57,185.156.73.31,213.61.202.119,23003,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:57,94.82.64.194,213.61.202.114,38165,9016,342,507,7,4,3,0,3,1,0,0,0
2021-03-21 23:10:58,185.156.73.31,213.61.202.115,22982,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:58,193.27.229.207,213.61.202.114,40167,46810,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:58,54.37.91.114,213.61.202.117,3074,27795,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:58,185.156.73.31,213.61.202.118,21064,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:58,94.82.64.194,213.61.202.114,53243,9016,90,173,3,1,2,0,2,0,0,0,0
2021-03-21 23:10:59,212.70.149.71,213.61.202.116,465,18168,180,90,3,2,1,0,1,0,0,0,0
2021-03-21 23:10:59,89.200.133.147,213.61.202.117,443,49376,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:59,185.156.73.31,213.61.202.115,552,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:59,89.200.133.147,213.61.202.120,3478,25348,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:10:59,66.85.15.1,213.61.202.118,80,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:10:59,185.156.73.31,213.61.202.118,52613,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:10:59,94.82.64.194,213.61.202.114,53243,9016,168,334,3,2,1,0,1,0,0,0,0
2021-03-21 23:11:00,195.54.161.150,213.61.202.114,8904,56872,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:00,213.61.202.114,94.82.64.194,9016,60423,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:00,213.61.202.114,65.55.252.93,443,27529,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:00,94.82.64.194,213.61.202.114,53243,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:11:01,185.156.73.31,213.61.202.123,2508,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:01,52.215.192.226,213.61.202.116,993,24826,2656,7159,40,20,20,1,20,0,2,0,0
2021-03-21 23:11:01,54.37.91.114,213.61.202.120,3478,50416,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:01,52.215.192.226,213.61.202.116,993,24524,3016,7188,44,24,20,1,20,0,2,0,0
2021-03-21 23:11:02,54.37.91.114,213.61.202.120,8080,35952,84,84,2,1,1,1,1,0,1,0,0
2021-03-21 23:11:02,89.200.133.147,213.61.202.120,8080,32820,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:02,185.156.73.31,213.61.202.120,23003,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:02,185.156.73.31,213.61.202.114,22386,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:02,183.136.225.20,213.61.202.115,4899,14198,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:02,54.37.91.114,213.61.202.117,8080,49812,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:02,52.215.192.226,213.61.202.116,993,53624,2656,7098,39,20,19,1,19,0,2,0,0
2021-03-21 23:11:02,94.82.64.194,213.61.202.114,60423,9016,258,755,6,3,3,0,3,0,0,0,0
2021-03-21 23:11:03,213.61.202.114,65.55.252.93,443,27529,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:03,185.156.73.31,213.61.202.117,4545,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:03,213.61.202.114,94.82.64.194,9016,52034,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:03,94.82.64.194,213.61.202.114,60423,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:11:03,52.215.192.226,213.61.202.116,993,25160,2836,7188,42,22,20,1,20,0,2,0,0
2021-03-21 23:11:04,185.156.73.31,213.61.202.123,8402,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:04,94.82.64.194,213.61.202.114,52034,9016,258,755,6,3,3,0,3,0,0,0,0
2021-03-21 23:11:04,54.37.91.114,213.61.202.117,80,31669,84,168,3,1,2,1,2,0,0,0,0
2021-03-21 23:11:05,94.82.64.194,213.61.202.114,52034,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:11:06,54.37.91.114,213.61.202.117,80,31669,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:06,54.37.91.114,213.61.202.120,80,36373,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:06,213.61.202.114,65.55.44.109,443,49400,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:06,92.63.197.62,213.61.202.116,45894,59326,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:06,213.61.202.114,94.82.64.194,9016,40169,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:07,54.37.91.114,213.61.202.117,80,57523,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:07,65.55.44.109,213.61.202.114,49400,443,4950,2171,15,8,7,0,7,0,0,0,0
2021-03-21 23:11:08,54.37.91.114,213.61.202.120,8080,31683,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:08,185.156.73.31,213.61.202.118,55454,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:08,94.82.64.194,213.61.202.114,40169,9016,342,755,7,4,3,0,3,1,0,0,0
2021-03-21 23:11:09,89.200.133.147,213.61.202.120,443,28674,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:09,213.61.202.114,65.55.252.93,443,27529,0,86,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:09,54.37.91.114,213.61.202.117,465,42943,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:09,185.156.73.31,213.61.202.119,25250,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:09,213.61.202.114,94.82.64.194,9016,52019,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:10,185.156.73.31,213.61.202.125,28907,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:10,89.200.133.147,213.61.202.117,80,51004,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:10,54.37.91.114,213.61.202.117,80,31669,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:10,185.156.73.31,213.61.202.115,15990,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:10,94.82.64.194,213.61.202.114,52019,9016,258,631,6,3,3,0,3,0,0,0,0
2021-03-21 23:11:11,162.142.125.171,213.61.202.117,33140,60810,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:11,79.124.62.90,213.61.202.119,8611,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:11,94.82.64.194,213.61.202.114,2129,9016,342,755,7,4,3,0,3,1,0,0,0
2021-03-21 23:11:11,213.61.202.114,94.82.64.194,9016,2129,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:11,52.166.127.37,213.61.202.114,38766,9354,84,259,2,1,1,0,1,0,0,0,0
2021-03-21 23:11:11,185.156.73.31,213.61.202.125,31426,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:11,94.82.64.194,213.61.202.114,52019,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:11:12,94.82.64.194,213.61.202.114,52089,9016,342,507,7,4,3,0,3,1,0,0,0
2021-03-21 23:11:12,116.206.56.51,213.61.202.126,23,62924,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:12,213.61.202.114,94.82.64.194,9016,52089,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:13,185.156.73.31,213.61.202.126,25250,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:13,89.200.133.147,213.61.202.117,465,46078,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:13,94.82.64.194,213.61.202.114,2863,9016,174,507,5,2,3,0,3,0,0,0,0
2021-03-21 23:11:13,213.61.202.114,94.82.64.194,9016,2863,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:14,216.58.206.35,213.61.202.114,15424,80,173,493,3,1,2,0,2,0,0,0,0
2021-03-21 23:11:14,66.102.1.188,213.61.202.114,25076,5228,297,244,5,3,2,0,2,0,0,0,0
2021-03-21 23:11:14,94.82.64.194,213.61.202.114,50424,9016,258,507,6,3,3,0,3,0,0,0,0
2021-03-21 23:11:14,213.61.202.114,94.82.64.194,9016,50424,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:14,185.156.73.31,213.61.202.122,17643,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:14,94.82.64.194,213.61.202.114,2863,9016,168,0,2,2,0,0,0,1,0,0,0
2021-03-21 23:11:15,94.82.64.194,213.61.202.114,35585,9016,342,507,7,4,3,0,3,1,0,0,0
2021-03-21 23:11:15,185.156.73.31,213.61.202.114,16116,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:15,213.61.202.114,94.82.64.194,9016,35585,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:15,185.156.73.31,213.61.202.121,17643,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:15,94.82.64.194,213.61.202.114,50424,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:11:16,77.247.108.42,213.61.202.125,443,59181,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:16,94.82.64.194,213.61.202.114,29061,9016,342,507,7,4,3,0,3,1,0,0,0
2021-03-21 23:11:16,213.61.202.114,94.82.64.194,9016,29061,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:17,94.82.64.194,213.61.202.114,41902,9016,258,507,6,3,3,0,3,0,0,0,0
2021-03-21 23:11:17,74.120.14.18,213.61.202.117,7547,54241,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:17,213.61.202.114,94.82.64.194,9016,41902,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:17,185.156.73.31,213.61.202.118,25250,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:18,185.156.73.31,213.61.202.121,4339,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:18,89.200.133.147,213.61.202.117,3074,24521,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:18,185.156.73.31,213.61.202.123,21064,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:18,54.37.91.114,213.61.202.117,80,31669,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:18,185.156.73.31,213.61.202.119,59446,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:18,89.200.133.147,213.61.202.120,465,61833,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:18,52.31.108.219,213.61.202.114,20350,443,121,90,2,1,1,0,1,0,0,0,0
2021-03-21 23:11:18,79.124.62.90,213.61.202.121,7588,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:19,185.156.73.31,213.61.202.114,21064,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:20,94.232.46.25,213.61.202.114,1111,54533,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:20,66.85.15.1,213.61.202.120,47529,443,98,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:20,194.147.140.127,213.61.202.117,16308,49789,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:21,213.61.202.114,65.55.252.93,443,28125,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:22,54.37.91.114,213.61.202.117,465,24044,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:23,185.156.73.31,213.61.202.122,32258,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:23,52.31.108.219,213.61.202.114,20350,443,90,90,2,1,1,0,1,0,0,0,0
2021-03-21 23:11:23,54.37.91.114,213.61.202.120,3074,45219,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:23,89.200.133.147,213.61.202.117,80,58545,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:24,213.61.202.114,65.55.252.93,443,28125,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:24,185.156.73.31,213.61.202.115,17643,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:25,54.37.91.114,213.61.202.120,465,46394,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:25,66.85.15.1,213.61.202.118,443,443,84,84,2,1,1,1,1,0,0,0,0
2021-03-21 23:11:25,66.85.15.1,213.61.202.118,80,443,84,84,2,1,1,1,1,0,0,0,0
2021-03-21 23:11:25,79.124.62.90,213.61.202.120,7654,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:26,134.209.201.24,213.61.202.125,3333,61953,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:26,66.85.15.1,213.61.202.118,443,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:26,92.63.197.62,213.61.202.118,45894,59326,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:26,54.37.91.114,213.61.202.117,80,38881,84,84,2,1,1,1,1,0,0,0,0
2021-03-21 23:11:26,17.57.146.68,213.61.202.114,7185,443,90,84,2,1,1,0,1,0,0,0,0
2021-03-21 23:11:27,94.82.64.194,213.61.202.114,36071,9016,90,173,3,1,2,0,2,0,0,0,0
2021-03-21 23:11:27,213.61.202.114,94.82.64.194,9016,36071,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:27,94.82.64.194,213.61.202.114,41902,9016,0,84,1,0,1,0,1,0,1,0,0
2021-03-21 23:11:27,93.44.184.27,213.61.202.116,993,3084,2329,6536,28,14,14,1,14,0,0,0,0
2021-03-21 23:11:27,93.44.184.27,213.61.202.116,993,3083,2319,6067,28,14,14,1,14,0,0,0,0
2021-03-21 23:11:27,54.37.91.114,213.61.202.117,80,38881,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:27,47.107.35.113,213.61.202.120,8545,32767,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:28,213.61.202.114,94.82.64.194,9016,16148,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:28,66.85.15.1,213.61.202.118,443,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:28,94.82.64.194,213.61.202.114,36071,9016,252,1450,4,3,1,0,1,1,0,0,0
2021-03-21 23:11:28,93.44.184.27,213.61.202.116,993,3084,1675,6733,21,11,10,0,10,3,0,0,0
2021-03-21 23:11:28,93.44.184.27,213.61.202.116,993,3083,687,2470,12,7,5,0,5,3,0,0,0
2021-03-21 23:11:29,185.156.73.31,213.61.202.115,8402,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:29,79.124.62.90,213.61.202.114,8418,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:29,94.82.64.194,213.61.202.114,16148,9016,174,507,5,2,3,0,3,0,0,0,0
2021-03-21 23:11:29,54.37.91.114,213.61.202.117,80,38881,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:30,89.248.165.118,213.61.202.117,10002,56266,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:30,89.200.133.147,213.61.202.120,443,22177,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:30,213.136.89.137,213.61.202.116,443,48087,252,84,4,3,1,1,1,2,0,0,0
2021-03-21 23:11:30,213.61.202.114,65.55.252.93,443,28125,0,86,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:30,94.82.64.194,213.61.202.114,16148,9016,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:31,94.82.64.194,213.61.202.114,22813,9016,90,173,3,1,2,0,2,0,0,0,0
2021-03-21 23:11:31,89.200.133.147,213.61.202.120,465,3141,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:31,213.61.202.114,94.82.64.194,9016,22813,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:31,94.82.64.194,213.61.202.114,16148,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:11:31,89.200.133.147,213.61.202.117,8080,45744,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:32,89.200.133.147,213.61.202.117,465,53404,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:32,195.54.161.150,213.61.202.117,13142,56872,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:32,94.82.64.194,213.61.202.114,37592,9016,174,507,5,2,3,0,3,0,0,0,0
2021-03-21 23:11:32,66.85.15.1,213.61.202.118,443,443,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:32,213.61.202.114,94.82.64.194,9016,37592,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:32,94.82.64.194,213.61.202.114,22813,9016,252,582,4,3,1,0,1,1,0,0,0
2021-03-21 23:11:33,213.61.202.114,94.82.64.194,9016,39182,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:33,192.35.168.154,213.61.202.121,11211,44139,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:33,54.37.91.114,213.61.202.117,80,38881,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:33,94.82.64.194,213.61.202.114,37592,9016,168,0,2,2,0,0,0,1,0,0,0
2021-03-21 23:11:34,89.200.133.147,213.61.202.120,80,26293,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:34,89.200.133.147,213.61.202.120,3478,2509,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:34,185.156.73.31,213.61.202.119,54333,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:34,94.82.64.194,213.61.202.114,39182,9016,258,507,6,3,3,0,3,0,0,0,0
2021-03-21 23:11:35,213.61.202.114,94.82.64.194,9016,33458,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:35,213.136.89.137,213.61.202.114,443,48087,252,84,4,3,1,1,1,2,0,0,0
2021-03-21 23:11:35,94.82.64.194,213.61.202.114,39182,9016,84,0,1,1,0,0,0,1,0,0,0
2021-03-21 23:11:35,89.200.133.147,213.61.202.117,8080,8450,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:35,185.156.73.31,213.61.202.122,25250,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:35,89.200.133.147,213.61.202.117,465,29153,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:35,54.37.91.114,213.61.202.117,80,31669,0,84,1,0,1,0,1,0,0,0,0
2021-03-21 23:11:36,213.61.202.114,94.82.64.194,9016,8172,0,90,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:36,71.6.233.103,213.61.202.122,8983,8983,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:36,195.54.161.150,213.61.202.122,8904,56872,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:36,79.124.62.90,213.61.202.114,8040,43709,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:36,190.73.57.108,213.61.202.125,445,53507,90,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:36,94.82.64.194,213.61.202.114,33458,9016,342,631,7,4,3,0,3,1,0,0,0
2021-03-21 23:11:37,213.61.202.114,104.220.232.90,443,51090,0,98,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:37,89.200.133.147,213.61.202.120,80,10403,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:37,92.63.197.56,213.61.202.121,7749,45869,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:37,94.82.64.194,213.61.202.114,8172,9016,258,507,6,3,3,0,3,0,0,0,0
2021-03-21 23:11:38,185.156.73.31,213.61.202.122,28907,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:38,196.188.92.65,213.61.202.117,445,33484,90,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:38,89.200.133.147,213.61.202.117,3478,53408,84,0,1,1,0,0,0,0,0,0,0
2021-03-21 23:11:38,104.220.232.90,213.61.202.114,51090,443,4255,2006,16,7,9,0,9,0,0,0,0
2021-03-21 23:11:39,213.61.202.114,52.144.40.147,443,11992,0,98,1,0,1,0,0,0,0,0,0
2021-03-21 23:11:40,185.156.73.31,213.61.202.125,25250,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:40,185.156.73.31,213.61.202.119,8402,59852,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:40,195.54.161.150,213.61.202.122,5855,56872,84,0,1,1,0,1,0,0,0,0,0
2021-03-21 23:11:40,52.144.40.147,213.61.202.114,11992,443,3330,1285,11,4,7,0,7,0,0,0,0
